[2025-08-12T16:30:03.286Z] INFO: Starting a postgresql pool with 25 connections.
[2025-08-12T16:30:03.405Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:30:03.263 UTC",1,0] | duration: 9ms
[2025-08-12T16:40:06.207Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,0] | duration: 3ms
[2025-08-12T16:40:16.138Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:16.133 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:16.142Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,3] | duration: 0ms
[2025-08-12T16:40:18.121Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:18.118 UTC",1,0] | duration: 1ms
[2025-08-12T16:40:18.125Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,6] | duration: 0ms
[2025-08-12T16:40:18.819Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:18.817 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:18.822Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,9] | duration: 0ms
[2025-08-12T16:40:19.127Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:19.123 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:19.133Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,12] | duration: 1ms
[2025-08-12T16:40:19.919Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:19.915 UTC",1,0] | duration: 1ms
[2025-08-12T16:40:19.925Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,15] | duration: 1ms
[2025-08-12T16:40:29.645Z] QUERY: SELECT 1 | params: [] | duration: 0ms
[2025-08-12T16:40:29.647Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.644 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.662Z] QUERY: DELETE FROM "public"."ai_interactions" WHERE ("public"."ai_interactions"."id" = $1 AND "public"."ai_interactions"."user_id" = $2) | params: [19,6] | duration: 7ms
[2025-08-12T16:40:29.674Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.672 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.677Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,0] | duration: 0ms
[2025-08-12T16:40:29.689Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.687 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.692Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,3] | duration: 0ms
[2025-08-12T16:40:29.703Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.701 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.706Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,6] | duration: 0ms
[2025-08-12T16:40:29.717Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.715 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.720Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,9] | duration: 0ms
[2025-08-12T16:40:29.732Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.730 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.735Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,12] | duration: 0ms
[2025-08-12T16:40:29.746Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:29.744 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:29.748Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,15] | duration: 0ms
[2025-08-12T16:40:38.980Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:38.977 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:38.985Z] QUERY: SELECT COUNT("public"."ai_interactions"."id"), MAX("public"."ai_interactions"."created_at"), "public"."ai_interactions"."route_type" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 GROUP BY "public"."ai_interactions"."route_type" OFFSET $2 | params: [6,0] | duration: 0ms
[2025-08-12T16:40:47.344Z] QUERY: SELECT 1 | params: [] | duration: 0ms
[2025-08-12T16:40:47.346Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:47.343 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:47.354Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,0] | duration: 0ms
[2025-08-12T16:40:47.368Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:47.366 UTC",1,0] | duration: 0ms
[2025-08-12T16:40:47.372Z] QUERY: SELECT "public"."ai_interactions"."id", "public"."ai_interactions"."route_type", "public"."ai_interactions"."input_data", "public"."ai_interactions"."output_data", "public"."ai_interactions"."metadata", "public"."ai_interactions"."created_at" FROM "public"."ai_interactions" WHERE "public"."ai_interactions"."user_id" = $1 ORDER BY "public"."ai_interactions"."created_at" DESC LIMIT $2 OFFSET $3 | params: [6,3,3] | duration: 0ms
[2025-08-12T16:40:47.384Z] QUERY: SELECT "public"."user_sessions"."id", "public"."user_sessions"."user_id", "public"."user_sessions"."token_hash", "public"."user_sessions"."expires_at", "public"."user_sessions"."created_at" FROM "public"."user_sessions" WHERE ("public"."user_sessions"."user_id" = $1 AND "public"."user_sessions"."token_hash" = $2 AND "public"."user_sessions"."expires_at" > $3) LIMIT $4 OFFSET $5 | params: [6,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjYsInVzZXJuYW1lIjoiYWtzaGF5IiwiaWF0IjoxNzU0OTkyMDY5LCJleHAiOjE3NTUwNzg0Njl9.iqUuwFI0cn6zLX0Zb4D_Tigz7toQwxkdwYjREgYrHjI","2025-08-12 16:40:47.382 UTC",1,0] | duration: 0ms
